,Date,IPC,Title,Claims,Abstract,Ticker,PatentNumber
116,2023-10-17,g06f030/398,integrated circuit and method of forming an integrated circuit,20,"an ic structure includes a first cell and a first and second rail. the first cell includes a first and second active region and a first, a second and a third gate structure. the first active region having a first dopant type. the second active region having a second dopant type. the first gate structure extending in a second direction, overlapping the first or the second active region. the second gate structure extending in the second direction, and overlapping a first edge of the first or second active region. the third gate structure extending in the second direction, and overlapping at least a second edge of the first or second active region. the first rail extending in the first direction and overlapping a middle portion of the first active region. the second rail extending in the first direction and overlapping a middle portion of the second active region.",TSM,11790148
117,2023-10-17,g02f001/025,optical modulator and package,20,"an optical modulator includes a dielectric layer and a waveguide. the waveguide is disposed on the dielectric layer. the waveguide includes an electrical coupling portion, a slab portion, and an optical coupling portion. the slab portion is directly in contact with both of the electrical coupling portion and the optical coupling portion. the slab portion has a first sub-portion and a second sub-portion connected to the first sub-portion. a top surface of the electrical coupling portion, a top surface of the first sub-portion, and a top surface of the second sub-portion are located at different level heights.",TSM,11789296
118,2023-10-17,g02b006/42,"package, optical device, and manufacturing method of package",20,"a package includes a photonic integrated circuit die, an electric integrated circuit die, and an encapsulant. the photonic integrated circuit die includes a semiconductor substrate and a waveguide. the semiconductor substrate has a notch. the waveguide is disposed over the semiconductor substrate. a portion of the waveguide is located within a span of the notch of the semiconductor substrate. the electric integrated circuit die is disposed over and electrically connected to the photonic integrated circuit die. the encapsulant laterally encapsulates the electric integrated circuit die.",TSM,11789201
119,2023-10-17,b24b053/017,"conditioner disk, chemical mechanical polishing device, and method",20,"a pad conditioner for conditioning a polishing surface of a polishing pad includes a conditioning disk, a disk holder, and a disk arm. the conditioning disk includes a substrate plate and at least two abrasive segments. the conditioning disk includes at least one channel by which debris and spent slurry may be evacuated. the abrasive segments are on a surface of the substrate plate, and form at least one channel segment therebetween. each channel segment extends from about the center of the surface to substantially the outer rim of the substrate plate. the disk holder to which the conditioning disk is mounted includes a through hole. the disk arm to which the conditioning disk is mounted includes an opening in fluid communication with the at least one channel segment via the through hole for evacuating the debris and spent slurry by a vacuum module.",TSM,11787012
120,2023-10-17,h01l021/822,integrated circuit in hybrid row height structure,20,"a system includes a non-transitory storage medium encoded with a set of instructions and a processor. the processor is configured to execute the set of instructions. the set of instructions is configured to cause the processor to: obtain, based on a netlist of a circuit, values each corresponding to one of transistors included in the circuit; compare the values with a threshold value; in response to a comparison, generate an adjusted netlist of the circuit by adding redundant transistors; and determine, based on the adjusted netlist, one of layout configurations for the circuit. the layout configurations include first cell rows each having a first row height and second cell rows each having a second row height different from the first row height.",TSM,11791213
121,2023-10-17,b08b009/20,semiconductor arrangement and method for making,20,"a cleaning apparatus, method, and dry chamber are provided for cleaning a wafer carrier that holds wafers as part of a semiconductor fabrication process. the cleaning apparatus includes a wet chamber that receives the wafer carrier to be washed and a reservoir in fluid communication with the wet chamber. the reservoir stores a cleaning liquid that is introduced to the wafer carrier within the wet chamber during a washing operation, and a dry chamber is spaced apart from the wet chamber. the dry chamber receives the wafer carrier after the wafer carrier is washed in the wet chamber and holds the wafer carrier during a drying operation. a transport system transports the wafer carrier between the wet chamber and the dry chamber during a cleaning process.",TSM,11786947
122,2023-10-17,h01l021/8234,bent fin devices,20,"semiconductor devices and methods of forming the same are provided. in an embodiment, a semiconductor device includes a first fin extending along a first direction, a second fin extending parallel to the first fin, and a gate structure over and wrapping around the first fin and the second fin, the gate structure extending along a second direction perpendicular to the first direction. the first fin bents away from the second fin along the second direction and the second fin bents away from the first fin along the second direction.",TSM,11791336
123,2023-10-17,h05g002/00,apparatus and method for generating extreme ultraviolet radiation,20,a target droplet source for an extreme ultraviolet (euv) source includes a droplet generator configured to generate target droplets of a given material. the droplet generator includes a nozzle configured to supply the target droplets in a space enclosed by a chamber. the target droplet source further includes a sleeve disposed in the chamber distal to the nozzle. the sleeve is configured to provide a path for the target droplets in the chamber.,TSM,11792909
124,2023-10-17,g03f001/22,extreme ultraviolet mask and method of manufacturing the same,20,"a method of manufacturing an extreme ultraviolet mask, including forming a multilayer mo/si stack including alternating mo and si layers over a first major surface of a mask substrate, and forming a capping layer over the multilayer mo/si stack. an absorber layer is formed on the capping layer, and a hard mask layer is formed over the absorber layer. the hard mask layer is patterned to form a hard mask layer pattern. the hard mask layer pattern is extended into the absorber layer to expose the capping layer and form a mask pattern. a border pattern is formed around the mask pattern. the border pattern is extended through the multilayer mo/si stack to expose the mask substrate and form a trench surrounding the mask pattern. a passivation layer is formed along sidewalls of the trench.",TSM,11789355
125,2023-10-17,g06f030/392,optical proximity correction and photomasks,20,"a method includes receiving a layout for fabricating a mask, determining a first target contour corresponding to a first set of process conditions, determining a second target contour corresponding to a second set of process conditions, simulating a first potential modification to the layout under the first set of process conditions to generate a first simulated contour, simulating a second potential modification to the layout under the second set of process conditions to generate a second simulated contour, evaluating costs of the first and second potential modifications based on comparing the first and second simulated contours to the first and second target contours, respectively, and providing the layout and one of the first and second potential modifications having a lower cost for fabricating the mask. the first set of process conditions is different from the second set of process conditions.",TSM,11789370
126,2023-10-17,h01j037/34,system and method for residual gas analysis,19,"the present disclosure provides embodiments of a system and method for detecting processing chamber condition. the embodiments include performing a wafer-less processing step in a processing chamber to determine the condition of the chamber walls. based on an analysis of the residual gas resulting from the wafer-less processing step, an operator or a process controller can determine whether the chamber walls have deteriorated to such an extent as to be cleaned.",TSM,11791141
127,2023-10-17,h01l021/68,"workpiece holder, wafer chuck, wafer holding method",18,"a workpiece holder includes a chuck body and a seal ring. the chuck body includes a receiving surface configured to receive a workpiece and at least one vacuum port configured to apply a vacuum seal. the seal ring surrounds a side surface of the chuck body. a top surface of the seal ring is higher than the receiving surface of the chuck body, and the workpiece leans against the seal ring when the vacuum seal is applied between the workpiece and the chuck body.",TSM,11791192
128,2023-10-17,g03f007/09,pattern fidelity enhancement,20,"the present disclosure provides a method for semiconductor manufacturing in accordance with some embodiments. the method includes providing a substrate and a patterning layer over the substrate and forming a plurality of openings in the patterning layer. the substrate includes a plurality of features to receive a treatment process. the openings partially overlap with the features from a top view while a portion of the features remains covered by the patterning layer. each of the openings is free of concave corners. the method further includes performing an opening expanding process to enlarge each of the openings and performing a treatment process to the features through the openings. after the opening expanding process, the openings fully overlap with the features from the top view.",TSM,11791161
129,2023-10-17,h01l021/02,cyclic spin-on coating process for forming dielectric material,20,"the present disclosure is generally related to semiconductor devices, and more particularly to a dielectric material formed in semiconductor devices. the present disclosure provides methods for forming a dielectric material layer by a cyclic spin-on coating process. in an embodiment, a method of forming a dielectric material on a substrate includes spin-coating a first portion of a dielectric material on a substrate, curing the first portion of the dielectric material on the substrate, spin-coating a second portion of the dielectric material on the substrate, and thermal annealing the dielectric material to form an annealed dielectric material on the substrate.",TSM,11791154
130,2023-10-17,g06f030/39,method for coloring circuit layout and system for performing the same,20,"implementations of the present disclosure provide coloring methods that sort and pre-color nodes of g0-linked networks in a multiple-patterning technology (mpt)-compliant layout design by coordinate. in one embodiment, a method includes identifying target networks in a circuit layout, each target network having two or more linked nodes representing circuit patterns, and each target network being presented in an imaginary x-y coordinate plane, assigning a first feature to a first node in each target network, the first node is determined using a coordinate-based method, and assigning the first feature and a second feature to remaining nodes in each target network in an alternating manner so that any two immediately adjacent linked nodes in each target network have different features.",TSM,11790145
131,2023-10-17,g03f001/64,photomask assembly and method of forming the same,20,"a portion of a buffer layer on a backside of a substrate of a photomask assembly may be removed prior to formation of one or more capping layers on the backside of the substrate. the one or more capping layers may be formed directly on the backside of the substrate where the buffer layer is removed from the substrate, and a hard mask layer may be formed directly on the one or more capping layers. the one or more capping layers may include a low-stress material to promote adhesion between the one or more capping layers and the substrate, and to reduce and/or minimize peeling and delamination of the capping layer(s) from the substrate. this may reduce the likelihood of damage to the pellicle layer and/or other components of the photomask assembly and/or may increase the yield of an exposure process in which the photomask assembly is used.",TSM,11789360
132,2023-10-17,h01l021/768,semiconductor device with connecting structure having a doped layer and method for forming the same,17,"a connecting structure includes a first dielectric layer disposed over a substrate and a conductive feature, a doped dielectric layer disposed over the first dielectric layer, a first metal portion disposed in the first dielectric layer and in contact with the conductive feature, and a doped metal portion disposed over the first metal portion. the first metal portion and the doped metal portion include a same noble metal material. the doped dielectric layer and the doped metal portion include same dopants.",TSM,11791204
133,2023-10-17,g03f007/42,"method for removing resist layer, and method of manufacturing semiconductor",20,"a method for removing a resist layer including the following steps is provided. a patterned resist layer on a material layer is formed. a stripping solution is applied to the patterned resist layer to dissolve the patterned resist layer without dissolving the material layer, wherein the stripping solution comprises a non-dimethyl sulfoxide solvent and an alkaline compound, the non-dimethyl sulfoxide solvent comprises an aprotic solvent and a protic solvent.",TSM,11789366
134,2023-10-17,g03f001/22,method of manufacturing euv photo masks,20,"in a method of manufacturing a photo mask, an etching mask layer having circuit patterns is formed over a target layer of the photo mask to be etched. the photo mask includes a backside conductive layer. the target layer is etched by plasma etching, while preventing active species of plasma from attacking the backside conductive layer.",TSM,11789356
135,2023-10-17,h01l027/08,integrated circuit structure including multi-length source/drain contacts,20,"an ic structure includes first, second, and third circuits. the first circuit includes a first semiconductor fin, a first gate electrode extending across the first semiconductor fin, and a first gate dielectric layer spacing the first gate electrode apart from the first semiconductor fin. the second circuit includes a second semiconductor fin, a second gate electrode extending across the second semiconductor fin, and a second gate dielectric layer spacing the second gate electrode apart from the second semiconductor fin. the third circuit includes a third semiconductor fin, a third gate electrode extending across the third semiconductor fin, and a third gate dielectric layer spacing the third gate electrode apart from the third semiconductor fin. the first gate dielectric layer has a greater thickness than the second gate dielectric layer. the third semiconductor fin has a smaller width than the second semiconductor fin.",TSM,11791337
136,2023-10-17,h01l045/00,memory stacks and methods of forming the same,20,"memory stacks and method of forming the same are provided. a memory stack includes a bottom electrode layer, a top electrode layer and a phase change layer between the bottom electrode layer and the top electrode layer. a width of the top electrode layer is greater than a width of the phase change layer. a first portion of the top electrode layer uncovered by the phase change layer is rougher than a second portion of the top electrode layer covered by the phase change layer.",TSM,11793092
137,2023-10-17,h10n050/80,magnetic tunnel junction structures and related methods,20,the disclosure is directed to spin-orbit torque (“sot”) magnetoresistive random-access memory (“mram”) (“sot-mram”) structures and methods. a sot channel of the sot-mram includes multiple heavy metal layers and one or more dielectric dusting layers each sandwiched between two adjacent heavy metal layers. the dielectric dusting layers each include discrete molecules or discrete molecule clusters of a dielectric material scattered in or adjacent to an interface between two adjacent heavy metal layers.,TSM,11793087
138,2023-10-17,h10b020/20,semiconductor memory structure,20,"a semiconductor device includes a program word line and a read word line over an active region. each of the program word line and the read word line extends along a line direction. moreover, the program word line engages a first transistor channel and the read word line engages a second transistor channel. the semiconductor device also includes a first metal line over and electrically connected to the program word line and a second metal line over and electrically connected to the read word line. the semiconductor device further includes a bit line over and electrically connected to the first active region. additionally, the program word line has a first width along a channel direction perpendicular to the line direction; the read word line has a second width along the channel direction; and the first width is less than the second width.",TSM,11792977
139,2023-10-17,h01l027/092,finfet sram cells with dielectric fins,20,"an sram cell includes: first, second, third, fourth, and fifth dielectric fins disposed in this order along a first direction and oriented lengthwise along a second direction, where the first and the fifth dielectric fins define two edges of the sram cell; a first n-type semiconductor fin structure disposed between the first and the second dielectric fins; a second n-type semiconductor fin structure disposed between the fourth and the fifth dielectric fins; a first p-type semiconductor fin structure disposed between the second and the third dielectric fins; a second p-type semiconductor fin structure disposed between the third and the fourth dielectric fins, where each of the first and the second n-type semiconductor fin structures and each of the first and the second p-type semiconductor fin structures is oriented lengthwise along the second direction; and gate structures oriented lengthwise along the first direction, where the gate structures engage with one or more of the dielectric fin.",TSM,11792971
140,2023-10-17,h01l027/11,ic including standard cells and sram cells,20,"integrated circuits (ic) are provided. an ic includes a plurality of first cells arranged in a first line, and a plurality of second cells arranged in a second line. p-type fin field-effect transistors (finfets) of the plurality of first cells share a continuous fin. p-type finfets of two adjacent second cells share a discontinuous fin. the continuous fin and the discontinuous fin include different materials. the first line is parallel to the second line.",TSM,11792970
141,2023-10-17,h01l027/11,preventing gate-to-contact bridging by reducing contact dimensions in finfet sram,20,a static random access memory (sram) cell includes a first gate and a second gate each extending in a first direction. a first gap separates the first gate from the second gate in the first direction. the sram cell includes a vcc contact extending in the first direction. a second gap separates the vcc contact and the first gate in a second direction perpendicular to the first direction. no segment of the vcc contact overlaps with the first gap in the first direction. the sram cell includes a vss contact extending in the first direction. a third gap separates the vss contact from the first gate in the second direction. a segment of the vss contact is disposed to the first gap. the vss contact is smaller than the vcc contact in the second direction.,TSM,11792969
142,2023-10-17,h03m001/66,semiconductor circuit and method for providing configurable reference voltage with full-scale range,20,"a semiconductor circuit and a method of operating the same are provided. the semiconductor circuit comprises a first digital-to-analog converter configured to generate a first output current in response to a first binary code, and a second digital-to-analog converter configured to generate a second output current in response to a second binary code associated with the first binary code. the semiconductor circuit further comprises a first current-to-voltage converter configured to generate a first candidate voltage based on the first output current, and a second current-to-voltage converter configured to generate a second candidate voltage based on the second output current. the semiconductor circuit further comprises a multiplexer configured to output the target voltage based on the first candidate voltage or the second candidate voltage. the target voltage includes a configurable range associated with the second binary code.",TSM,11791834
143,2023-10-17,h01l029/786,semiconductor device with fish bone structure and methods of forming the same,20,"semiconductor device and the manufacturing method thereof are disclosed. an exemplary semiconductor device comprises a first semiconductor stack and a second semiconductor stack over a substrate, wherein each of the first and second semiconductor stacks includes semiconductor layers stacked up and separated from each other; a dummy spacer between the first and second semiconductor stacks, wherein the dummy spacer contacts a first sidewall of each semiconductor layer of the first and second semiconductor stacks; and a gate structure wrapping a second sidewall, a top surface, and a bottom surface of each semiconductor layer of the first and second semiconductor stacks.",TSM,11791422
144,2023-10-17,h01l029/786,nanosheet field-effect transistor device and method of forming,20,"a semiconductor device includes: a fin protruding above a substrate; source/drain regions over the fin; nanosheets between the source/drain regions, where the nanosheets comprise a first semiconductor material; inner spacers between the nanosheets and at opposite ends of the nanosheets, where there is an air gap between each of the inner spacers and a respective source/drain region of the source/drain regions; and a gate structure over the fin and between the source/drain regions.",TSM,11791421
145,2023-10-17,h01l029/786,semiconductor device and method for manufacturing the same,20,"a semiconductor device includes a channel layer, source/drain contacts, and first barrier liners. the channel layer includes an oxide semiconductor material. the source/drain contacts are disposed in electrical contact with the channel layer. the first barrier liners surround the source/drain contacts, respectively, and include a hydrogen barrier material so as to prevent hydrogen from diffusion through the first barrier liners to the channel layer.",TSM,11791420
146,2023-10-17,h01l029/78,semiconductor device and manufacturing method thereof,20,"a semiconductor device includes a first layer that includes a first semiconductor material disposed on a semiconductor substrate, and a second layer of a second semiconductor material disposed on the first layer. the semiconductor substrate includes si. the first semiconductor material and the second semiconductor material are different. the second semiconductor material is formed of an alloy including a first element and sn. a surface region of an end portion of the second layer at both ends of the second layer has a higher concentration of sn than an internal region of the end portion of the second layer. the surface region surrounds the internal region.",TSM,11791410
147,2023-10-17,h01l029/423,semiconductor device and method of forming the same,20,"provided are a semiconductor device and a method of forming the same. the semiconductor device includes a substrate, a plurality of semiconductor nanosheets, a bottom dielectric layer, and a gate stack. the substrate includes at least one fin. the plurality of semiconductor nanosheets are stacked on the at least one fin. the bottom dielectric layer is vertically disposed between the at least one fin and the plurality of semiconductor nanosheets. the gate stack wraps the plurality of semiconductor nanosheets. an area of the gate stack projected on a top surface of the substrate is within an area of the bottom dielectric layer projected on the top surface of the substrate.",TSM,11791393
148,2023-10-17,h01l029/417,source leakage current suppression by source surrounding gate structure,20,"in some embodiments, the present disclosure relates to a transistor device. the transistor device that includes a source contact disposed over a substrate. the source contact has a first side and an opposing second side disposed between a first end and an opposing second end. a drain contact is disposed over the substrate and is separated from the source contact along a first direction. a gate structure is disposed over the substrate between the source contact and the drain contact. the gate structure extends along the first side of the source contact facing the drain contact and also wraps around the first end and the opposing second end of the source contact.",TSM,11791388
149,2023-10-17,h01l029/417,semiconductor devices with backside via and methods thereof,20,"a semiconductor structure and a method of forming the same are provided. in an embodiment, an exemplary semiconductor structure includes a gate structure disposed over a channel region of an active region, a drain feature disposed over a drain region of the active region; a source feature disposed over a source region of the active region, a backside source contact disposed under the source feature, an isolation feature disposed on and in contact with the source feature, a drain contact disposed over and electrically coupled to the drain feature, and a gate contact via disposed over and electrically coupled to the gate structure. a distance between the gate contact via and the drain contact is greater than a distance between the gate contact via and the isolation feature. the exemplary semiconductor structure would have a reduced parasitic capacitance and an enlarged leakage window.",TSM,11791387
150,2023-10-17,h01l021/285,resistor structure,20,"semiconductor structures and methods of forming the same are provided. a method according to an embodiment includes forming a conductive feature and a first conductive plate over a substrate, conformally depositing a dielectric layer over the conductive feature and the first conductive plate, conformally depositing a conductive layer over the conductive feature and the first conductive plate, and patterning the conductive layer to form a second conductive plate over the first conductive plate and a resistor, the resistor includes a conductive line extending along a sidewall of the conductive feature. by employing the method, a high-resistance resistor may be formed along with a capacitor regardless of the resolution limit of, for example, lithography.",TSM,11791371
151,2023-10-17,h01l027/146,method and apparatus for reducing light leakage at memory nodes in cmos image sensors,20,"disclosed is a cmos image sensor with global shutters and a method for fabricating the cmos image sensor. in one embodiment, a semiconductor device, includes: a light-sensing region; a charge-storage region; a light-shielding structure; and at least one via contact; wherein the charge-storage region is spatially configured adjacent to the light-sensing region in a lateral direction, wherein the light-shielding structure is configured over the charge-storage region in a vertical direction so as to prevent incident light leaking from the light-sensing region to the signal-processing region, wherein the light-shielding structure is configured in an interlayer dielectric (ild) layer, and wherein the light-shielding structure is simultaneously formed with the at least one via contact.",TSM,11791354
152,2023-10-17,h01l027/092,multi-gate device integration with separated fin-like field effect transistor cells and gate-all-around transistor cells,20,"integrated circuit having an integration layout and the manufacturing method thereof are disclosed herein. an exemplary integrated circuit (ic) comprises a first cell including one or more first type gate-all-around (gaa) transistors located in a first region of the integrated circuit; a second cell including one or more second type gaa transistors located in the first region of the integrated circuit, wherein the second cell is disposed adjacently to the first cell, wherein the first type gaa transistors are one of nanosheet transistors or nanowire transistors and the second type gaa transistors are the other one of nanosheet transistors or nanowire transistors; and a third cell including one or more fin-like field effect transistors (finfets) located in a second region of the integrated circuit, wherein the second region is disposed a distance from the first region of the integrated circuit.",TSM,11791339
153,2023-10-17,h01l021/8234,gate-all-around semiconductor device and method,20,"a method includes providing a substrate, a dummy fin, and a stack of semiconductor channel layers; forming an interfacial layer wrapping around each of the semiconductor channel layers; depositing a high-k dielectric layer, wherein a first portion of the high-k dielectric layer over the interfacial layer is spaced away from a second portion of the high-k dielectric layer on sidewalls of the dummy fin by a first distance; depositing a first dielectric layer over the dummy fin and over the semiconductor channel layers, wherein a merge-critical-dimension of the first dielectric layer is greater than the first distance thereby causing the first dielectric layer to be deposited in a space between the dummy fin and a topmost layer of the stack of semiconductor channel layers, thereby providing air gaps between adjacent layers of the stack of semiconductor channel layers and between the dummy fin and the stack of semiconductor channel layers.",TSM,11791214
154,2023-10-17,h01l021/8234,fin field effect transistor device structure,20,"a fin field effect transistor device structure is provided. a fin field effect transistor device structure includes a first fin structure and a second fin structure on a substrate. the fin field effect transistor device structure also includes a spacer layer surrounding the first fin structure and the second fin structure. the fin field effect transistor device structure further includes a power rail over the spacer layer between the first fin structure and the second fin structure. in addition, the fin field effect transistor device structure includes a first contact structure covering the first fin structure and connected to the power rail.",TSM,11791215
155,2023-10-17,h01l021/8234,nanostructure field-effect transistor device and method of forming,20,"a method of forming a semiconductor device includes: forming, in a first device region of the semiconductor device, first nanostructures over a first fin that protrudes above a substrate; forming, in a second device region of the semiconductor device, second nanostructures over a second fin that protrudes above the substrate, where the first and the second nanostructures include a semiconductor material and extend parallel to an upper surface of the substrate; forming a dielectric material around the first and the second nanostructures; forming a first hard mask layer in the first device region around the first nanostructures and in the second device region around the second nanostructures; removing the first hard mask layer from the second device region after forming the first hard mask layer; and after removing the first hard mask layer, increasing a first thickness of the dielectric material around the second nanostructures by performing an oxidization process.",TSM,11791216
156,2023-10-17,h01l021/82,gate structure and method with dielectric gates and gate-cut features,20,"a structure includes a fin on a substrate; first and second gate stacks over the fin and including first and second gate dielectric layers and first and second gate electrodes respectively; and a dielectric gate over the fin and between the first and second gate stacks. the dielectric gate includes a dielectric material layer on a third gate dielectric layer. in a cross-sectional view cut along a direction parallel to a lengthwise direction of the fin and offset from the fin, the first gate dielectric layer forms a first u shape, the third gate dielectric layer forms a second u shape, a portion of the first gate electrode is disposed within the first u shape, a portion of the dielectric material layer is disposed within the second u shape, and a portion of an interlayer dielectric layer is disposed laterally between the first and the second u shapes.",TSM,11791217
157,2023-10-17,h01l029/51,ferroelectric field effect transistor,20,"semiconductor devices and methods of forming the same are provided. a semiconductor device according to the present disclosure includes a first gate electrode, a ferroelectric insulating layer over the first gate electrode, a semiconductor member over the ferroelectric insulating layer, a gate dielectric layer over the semiconductor member, and a second gate electrode over the gate dielectric layer.",TSM,11791395
158,2023-10-17,h01l021/8238,dipole patterning for cmos devices,18,"a method includes providing a structure having a substrate, first and second channel layers over the substrate, and first and second gate dielectric layers over the first and the second channel layers respectively. the method further includes forming a first dipole pattern over the first gate dielectric layer, the first dipole pattern having a first dipole material that is of a first conductivity type; forming a second dipole pattern over the second gate dielectric layer, the second dipole pattern having a second dipole material that is of a second conductivity type opposite to the first conductivity type; and annealing the structure such that elements of the first dipole pattern are driven into the first gate dielectric layer and elements of the second dipole pattern are driven into the second gate dielectric layer.",TSM,11791218
159,2023-10-17,h01l023/48,front-to-back bonding with through-substrate via (tsv),19,"methods for forming a semiconductor device structure are provided. the method includes forming a conductive feature in a first wafer, and forming a first bonding layer over the conductive feature. the method includes forming a second bonding layer over a second wafer, and bonding the first wafer and the second wafer by bonding the first bonding layer and the second bonding layer. the method also includes forming a second transistor in a front-side of the second wafer, and after forming the second transistor in the front-side of the second wafer, forming a first tsv through the second wafer, wherein the first tsv stops at the conductive feature.",TSM,11791241
160,2023-10-17,h01l023/48,semiconductor device and method of manufacture,20,"a semiconductor device including a test pad contact and a method of manufacturing the semiconductor device are disclosed. in an embodiment, a semiconductor device may include a first metal feature and a second metal feature disposed in a single top metal layer over a substrate. a test pad may be formed over and electrically connected to the first metal feature. a first passivation layer may be formed over the second metal feature and the test pad and may cover top and side surfaces of the test pad. a first via may be formed penetrating the first passivation layer and contacting the test pad and a second via may be formed penetrating the first passivation layer and contacting the second metal feature.",TSM,11791243
161,2023-10-17,h01l023/495,package structure with photonic die and method,20,"provided is a package structure including a bottom die, a top die, an insulating layer, a circuit substrate, a dam structure, and an underfill. the top die is bonded on a front side of the bottom die. the insulating layer is disposed on the front side of the bottom die to laterally encapsulate a sidewall of the top die. the circuit substrate is bonded on a back side of the bottom die through a plurality of connectors. the dam structure is disposed between the circuit substrate and the back side of the bottom die, and connected to the back side of the bottom die. the underfill laterally encapsulates the connectors and the dam structure. the dam structure is electrically isolated from the circuit substrate by the underfill. a method of forming the package structure is also provided.",TSM,11791246
162,2023-10-17,h01l023/538,semiconductor device and method of manufacturing,20,"semiconductor devices and methods of forming the semiconductor devices are described herein that are directed towards the formation of a system on integrated substrate (sois) package. the sois package includes an integrated fan out structure and a device redistribution structure for external connection to a plurality of semiconductor devices. the integrated fan out structure includes a plurality of local interconnect devices that electrically couple two of the semiconductor devices together. in some cases, the local interconnect device may be a silicon bus, a local silicon interconnect, an integrated passive device, an integrated voltage regulator, or the like. the integrated fan out structure may be fabricated in wafer or panel form and then singulated into multiple integrated fan out structures. the sois package may also include an interposer connected to the integrated fan out structure for external connection to the sois package.",TSM,11791275
163,2023-10-17,h01l023/58,semiconductor device,20,"a device includes an outer seal ring, an integrated circuit, and an inner seal ring. the outer seal ring forms a first closed loop. the integrated circuit is surrounded by the outer seal ring. the inner seal ring is between the outer seal ring and the integrated circuit. the inner seal ring forms a second closed loop that defines an enclosed region external to the integrated circuit.",TSM,11791285
164,2023-10-17,h01l021/8238,"multiplexer cell and semiconductor device having camouflage design, and method for forming multiplexer cell",20,"a semiconductor device includes a semiconductor substrate, a conductive segment, a conductive layer, a first contact element and a second contact element. the semiconductor substrate includes an active region. the conductive segment is formed on the semiconductor substrate, and extends across the active region. the conductive layer is formed over the semiconductor substrate and the conductive segment. the first contact element, formed between the conductive segment and a first conductive portion of the conductive layer, is arranged to electrically connect the conductive segment to the first conductive portion. the second contact element is formed between the conductive segment and a second conductive portion of the conductive layer. the first contact element and the second contact element are formed on the conductive segment and spaced apart from each other. the second contact element is arranged to electrically isolate the conductive segment from the second conductive portion.",TSM,11791291
165,2023-10-17,h01l023/00,redistribution layer (rdl) layouts for integrated circuits,20,"exemplary embodiments for redistribution layers of integrated circuits are disclosed. the redistribution layers of integrated circuits of the present disclosure include one or more arrays of conductive contacts that are configured and arranged to allow a bonding wave to displace air between the redistribution layers during bonding. this configuration and arrangement of the one or more arrays minimize discontinuities, such as pockets of air to provide an example, between the redistribution layers during the bonding.",TSM,11791299
166,2023-10-17,h01l023/00,chip package structure,20,a chip package structure is provided. the chip package structure includes a first redistribution structure having a first surface and a second surface opposite to the first surface. the chip package structure includes a first chip over the first surface. the chip package structure includes a first conductive bump connected between the first chip and the first redistribution structure. the chip package structure includes a first conductive pillar over the first surface and electrically connected to the first redistribution structure. the chip package structure includes a second chip over the second surface. the chip package structure includes a second conductive bump connected between the second chip and the first redistribution structure. the chip package structure includes a second conductive pillar over the second surface and electrically connected to the first redistribution structure.,TSM,11791301
167,2023-10-17,h01l029/49,semiconductor device having doped work function metal layer,20,"a semiconductor device includes a substrate, a gate stack, and epitaxy structures. the substrate has a p-type region. the gate stack is over the p-type region of the substrate and includes a gate dielectric layer, a bottom work function (wf) metal layer, a top wf metal layer, and a filling metal. the bottom wf metal layer is over the gate dielectric layer. the top wf metal layer is over and in contact with the bottom wf metal layer. dipoles are formed between the top wf metal layer and the bottom wf metal layer, and the dipoles direct from the bottom wf metal layer to the top wf metal layer. the filling metal is over the top wf metal layer. the epitaxy structures are over the p-type region of the substrate and on opposite sides of the gate stack.",TSM,11791338
168,2023-10-17,g06v020/58,estimating object properties using visual image data,15,a system is comprised of one or more processors coupled to memory. the one or more processors are configured to receive image data based on an image captured using a camera of a vehicle and to utilize the image data as a basis of an input to a trained machine learning model to at least in part identify a distance of an object from the vehicle. the trained machine learning model has been trained using a training image and a correlated output of an emitting distance sensor.,TSLA,11790664
169,2023-10-17,b60w060/00,techniques for maintaining offsets in vehicle formations,24,"a method of maintaining vehicle formation includes receiving a desired cross track offset distance and a desired along track offset distance between a lead vehicle and a follower vehicle; receiving a current position, a current yaw rate, and a current speed of the lead vehicle; determining a current turn radius of the lead vehicle based on the current yaw rate and the current speed of the lead vehicle; determining a projected turn radius of the follower vehicle based on the current turn radius of the lead vehicle, the desired cross track offset distance, and the desired along track offset distance; determining a commanded curvature and a next speed of the follower vehicle based on a current position of the follower vehicle and the projected turn radius of the follower vehicle; and outputting the next speed and the commanded curvature to a control system of the follower vehicle.",TRMB,11787445
170,2023-10-17,h01j049/02,"systems and methods for accurate, stable voltage supply",28,"a voltage supply and a method for calibrating the voltage supply are provided. the voltage supply is for providing a reference voltage to supply a voltage to at least one electrode. the voltage supply comprises: an ultra-stable dc voltage source, an accurate dc voltage source, a tuning unit, a comparator, and a control unit. an ultra-stable voltage is applied to the tuning unit, which is provided based on a supplied voltage of the ultra-stable dc voltage source. the tuning unit provides an output voltage. a voltage based on the output voltage of the tuning unit is compared by the comparator with an accurate voltage. the accurate voltage is provided based on a supplied voltage of the accurate dc voltage source. the comparator provides a signal resulting from the comparison to the control unit, wherein the control unit is tuning the tuning unit during a tuning period according to the signal provided by the comparator to minimize the absolute difference between the voltage based on the output voltage of the tuning unit and the accurate voltage. the reference voltage of the voltage supply is provided based on the output voltage of the tuning unit after the tuning period.",TMO,11791145
