,Date,IPC,Title,Claims,Abstract,Ticker,PatentNumber
292,2023-10-10,h03m013/00,list size reduction for polar decoding,30,"methods, systems, and devices for wireless communications are described. the user equipment (ue) may initiate a successive cancellation list (scl) decoding procedure, and may perform the scl decoding procedure across various nodes (e.g., for each information bit through a decoding tree). at each node, the ue may determine whether a relationship between a first path metric and a second path metric satisfy a threshold. in some examples, the ue may determine whether multiple thresholds are satisfied. if conditions are satisfied (e.g., the relationship between the two path metrics satisfies a threshold), then the ue may decrease a list size of the scl decoding.",QCOM,11784751
293,2023-10-10,h04l001/1812,hybrid automatic repeat request (harq) procedure using multiple beams in a wireless wide area network (wwan),27,"this disclosure provides systems, methods, and apparatus, including computer programs encoded on computer-readable media, for implementing a hybrid automatic repeat request (harq) protocol using multiple beams. in some aspects, the ue may receive a first harq transmission from a base station (bs) via a first beam, and may transmit a harq feedback to the first bs. the bs may receive the harq feedback message and determine whether to transmit a harq retransmission associated with the first harq transmission via the first beam or via a different beam (such as a second beam) based on beam-specific conditions. the bs may provide a harq retransmission beam indication to the ue indicating that the harq retransmission will be transmitted via the second beam. the bs may transmit the harq retransmission via the second beam. the ue may receive the harq retransmission associated with the first harq transmission via the second beam.",QCOM,11784758
294,2023-10-10,h04w004/00,agc aspects of sidelink dmrs bundling,30,"a first ue may select, based on a resource pool configuration for a sidelink communication, at least one of a first slot in time or a second slot in time of a plurality of slots. the plurality of slots may be associated with dmrs bundling. the first ue may configure, based on the dmrs bundling, at least one of one or more symbols in the first slot in time from a gap symbol to a non-gap symbol or one or more symbols in the second slot in time from an agc symbol to a non-agc symbol. the first ue may transmit, to a second ue, an indication of the configuration of the at least one of the one or more symbols in the first slot in time or the one or more symbols in the second slot in time.",QCOM,11784769
295,2023-10-10,h04l012/28,system and method for disambiguation of internet-of-things devices,28,"an apparatus may identify each object of a set of objects included in a first location, wherein the set of objects includes at least one iot device and at least one other object. the apparatus may determine a first set of attributes for the at least one iot device. the apparatus may store registration information associated with the at least one iot device, the registration information including a first identifier associated with the at least one iot device and including the first set of attributes for the at least one iot device. the apparatus may obtain an input. the apparatus may determine whether the input corresponds to the at least one iot device based on the registration information associated with the at least one iot device. the apparatus may control the at least one iot device when the input corresponds to the at least one iot device.",QCOM,11784845
296,2023-10-10,h04r025/00,hearable device comprising integrated device and wireless functionality,20,"a device comprising a first printed circuit board (pcb); a second printed circuit board (pcb); a first flex board coupled to the first pcb and the second pcb; a first integrated device coupled to the first pcb; a speaker configured to be coupled to the first integrated device; a microphone configured to be coupled to the first integrated device; a second integrated device coupled to the second pcb, wherein the second integrated device is configured to be coupled to the first integrated device through the second pcb, the first flex board and the first pcb; and a power source configured to provide power to the first integrated device and the second integrated device. the first pcb is located between the power source and the first integrated device. the second pcb is located between the power source and the second integrated device.",QCOM,11785399
297,2023-10-10,h04w004/029,neural network based line of sight detection for positioning,26,"techniques are provide for neural network based positioning of a mobile device. an example method for determining a line of sight delay, an angle of arrival, or an angle of departure value, according to the disclosure includes receiving reference signal information, determining a channel frequency response or a channel impulse response based on the reference signal information, processing the channel frequency response or the channel impulse response with a neural network, and determining the line of sight delay, the angle of arrival, or the angle of departure value based on an output of the neural network.",QCOM,11785421
298,2023-10-10,h04w004/00,control plane-based communication of multimedia broadcast/multicast service service keys,28,"various aspects of the present disclosure generally relate to wireless communication. in some aspects, a user equipment (ue) may register to a cellular network associated with a multicast/broadcast multimedia service (mbms). the ue may transmit, to the cellular network, a request to join the mbms. the ue may receive, from the cellular network and based at least in part on being registered with the cellular network, a response that indicates an mbms service key (msk) and msk identifier pair. numerous other aspects are described.",QCOM,11785427
299,2023-10-10,h04w008/00,signaling of sidelink beam training reference signal and sidelink discovery message before beam training response,29,"disclosed are techniques for wireless communication. in an aspect, an originator ue transmits a sidelink beam training (bt) reference signal (btrs) a first number of times on each of a first set of beams, and a sidelink discovery message a second number of times on each of a second set of beams, wherein each beam from the second set of beams is associated with at least one beam from the first set of beams (e.g., 1:1 or n:1 mapping of first set of beams to second set of beams). at least one responder ue responds by transmitting, after the transmission of the sidelink btrss and the sidelink discovery messages, a bt response signal and a sidelink discovery response message on a beam corresponding to one of the first set of beams.",QCOM,11785441
300,2023-10-10,h04w008/24,end-to-end rate adaptation using ran assisted rate adaptation,23,"aspects of the present disclosure provide techniques for end-to-end rate adaptation using radio access network (ran) assisted rate adaptation. particularly, when a user equipment (ue) risks operating at rates greater than the guaranteed bit rates (gbr), the ue may rely on rate adaptation mechanisms to indicate when it has exceeded the supported bandwidth such that the ue may reduce its rate accordingly. specifically, in some examples, a network device (e.g., call session control function (cscf) and/or policy and charging rules function (pcrf)) may configure endpoints in an end-to-end communication to operate at rates that exceed gbr based on determining that all endpoints support ran assisted rate adaptation capability. in other examples, the network device may configure maximum bit rates (mbr) that exceed gbr for only the endpoint that supports ran assisted rate adaptation capability.",QCOM,11785446
301,2023-10-10,h04w072/12,detecting mistrusted user equipment (ue) in sidelink,30,"aspects relate to techniques for enabling a ue to detect a potential mistrusted ue that may be sharing inaccurate sidelink assistance information with other ues. in an aspect, a first ue may receive a plurality of sidelink assistance information from other ues. the first ue can further identify an amount of the plurality of sidelink resources for which a second ue provides respective inconsistent sidelink assistance information with respect to other ues. in response to the amount exceeding a mistrust detection threshold, the first ue can transmit a report indicating that the second ue is a potential mistrusted ue to a centralized node. based on the received reports associated with the second ue, the centralized node can transmit a mistrust indication indicating that the second ue is an actual mistrusted ue with respect to subsequent sidelink assistance information associated with the second ue.",QCOM,11785467
302,2023-10-10,h04w004/00,uplink demodulation reference signal bundling with beam sweeping,11,"methods, systems, and devices for wireless communications are described. a user equipment (ue) may perform beam sweeping for a physical uplink channel within time domain windows or across time domain windows based on a time domain window index. in cases where frequency hopping is enabled, the ue may transmit uplink repetitions and demodulation reference signals (dmrss) across two frequency hops during two consecutive time domain windows using a first transmit beam, and may then follow up with transmissions across two frequency hops during the next two consecutive time domain windows using a second transmit beam. or, the ue may transmit uplink repetitions and dmrss in a first frequency hop with first and second transmit beams during two respective consecutive time domain windows, and may transmit in a second frequency hop with the first and second transmit beams during the next two respective consecutive time domain windows.",QCOM,11785478
303,2023-10-10,h04w024/04,relay nodes with multi-connected cellular backhaul,68,"a network management function of a relay network may identify relay node support of multi-mobile terminal (mt) operation, and may coordinate configuration of multiple backhaul links supported by the relay node via the multi-mt functionality of the relay node. in some cases, a relay node may transmit mt capabilities to the management function over a first established backhaul link, and the management function may configure a second backhaul link using a second mt function of the relay node. in other cases, the relay node may autonomously establish multi-mt connectivity based on preconfigured parent-selection policies, and the network management function may identify the relay node is dual-connected to the network management function. in either case, the network management function may configure backhaul routes (e.g., backhaul links) and resource configuration across the redundant topology.",QCOM,11785484
304,2023-10-10,h04w024/08,range extender (re) placement using fine timing measurement (ftm) procedure in a wireless local area network (wlan),28,"this disclosure provides methods, apparatuses and systems for placing a range extender (re) based on a distance between the re and an access point (ap). an re may determine a distance between the re and ap based on round trip timing (rtt) information. in some aspects, the re may exchange fine timing measurement (ftm) frames with the ap. the re may determine a distance between itself and the ap based on the rtt information. based on the distance between the re and ap, the re may provide a coarse placement indicator for improving the re's location. the re also may determine a signal strength or channel state information (csi) with respect to the ap. based on the signal strength or the csi, the re may provide a fine placement indicator indicating the re may be placed nearer or further from the ap, or remain at its current location.",QCOM,11785485
305,2023-10-10,h04w024/10,service-associated reference signals,30,"methods, systems, and devices for wireless communications are described. in some systems, a transmitting device may transmit a reference signal indicating a first service type supported by the transmitting device and a receiving device may receive the reference and determine whether to measure a signal strength associated with the reference signal based on determining whether the first service type supported by the transmitting device and a second service type supported by the receiving device are a same service type. for example, the receiving device may measure the reference signal if the first service type indicated by the reference signal and the second service type supported by the receiving device are the same service type. alternatively, the receiving device may refrain from measuring the reference signal if the first service type indicated by the reference signal and the second service type supported by the receiving device are different service types.",QCOM,11785491
306,2023-10-10,h04w028/04,techniques for timer adjustment for packet loss,28,"various aspects of the present disclosure generally relate to wireless communication. in some aspects, a user equipment (ue) may receive information indicating a timer value of a timer associated with discarding a packet data convergence protocol (pdcp) service data unit (sdu). the ue may determine that a timer modification condition is satisfied. the ue may modify the timer value based at least in part on the determination that the timer modification condition is satisfied. the ue may transmit a communication using the modified timer value. numerous other aspects are provided.",QCOM,11785501
307,2023-10-10,h04l027/26,mixed guard interval configurations,28,"certain aspects of the present disclosure provide techniques for wireless communications by a transmitter, comprising generating a waveform to be transmitted in one or more symbols, with a guard interval (gi) between adjacent symbols according to a gi configuration selected from a plurality of gi configurations, and transmitting the waveform with the gi between symbols.",QCOM,11784862
308,2023-10-10,g06f009/46,stack management,30,"a method of managing a stack includes detecting, by a stack manager of a processor, that a size of a frame to be allocated exceeds available space of a first stack. the first stack is used by a particular task executing at the processor. the method also includes designating a second stack for use by the particular task. the method further includes copying metadata associated with the first stack to the second stack. the metadata enables the stack manager to transition from the second stack to the first stack upon detection that the second stack is no longer in use by the particular task. the method also includes allocating the frame in the second stack.",QCOM,11782762
309,2023-10-10,h04b007/15,techniques for partial configuration of autonomously smart relay devices,13,"techniques for partial configuration of an autonomously smart repeater may allow a control entity (e.g., base station, ue, or cloud software/algorithm) to configure the autonomously smart repeater and thereby improve end-to-end performance for some communications. in an example, a relay device may receive, from a first entity, an indication for reconfiguring a parameter corresponding to an autonomous reconfiguration procedure of the relay device. the relay device may configure a setting of the autonomous reconfiguration procedure according to the parameter. the relay device may forward a signal between a first wireless device and a second wireless device based on the configuring.",QCOM,11784705
310,2023-10-10,g06f012/084,systems and methods for fast memory access,29,"systems and methods for fast memory access are disclosed. in one aspect, a processor such as, for example, a control circuit in a system on a chip (soc) that couples to an external memory such as, for example a universal file system (ufs) memory (e.g., a nand flash memory) with a partial logical to physical (l2p) mapping table stored in the external memory as well as a local l2p mapping table stored in a local memory (e.g., dynamic random-access memory (dram)). the control circuit may evaluate what percentage of entries in the local l2p mapping table are active compared to inactive. if the number of inactive exceeds the number of active, the control circuit may send a read command without accessing the local l2p mapping table.",QCOM,11782837
311,2023-10-10,g06f021/57,access control system and method for isolating mutually distrusting security domains,27,"resource access control in a system-on-chip (“soc”) may employ an agent executing on a processor of the soc and a trust management engine of the soc. the agent, such as, for example, a high-level operating system or a hypervisor, may be configured to allocate a resource comprising a memory region to an access domain and to load a software image associated with the access domain into the memory region. the trust management engine may be configured to lock the resource against access by any entity other than the access domain, to authenticate the software image associated with the access domain, and to initiate booting of the access domain in response to a successful authentication of the software image associated with the access domain.",QCOM,11783042
312,2023-10-10,g10l015/12,user voice activity detection using dynamic classifier,28,"a device includes a memory configured to store instructions and one or more processors configured execute the instructions. the one or more processors are configured execute the instructions to receive audio data including first audio data corresponding to a first output of a first microphone and second audio data corresponding to a second output of a second microphone. the one or more processors are also configured to execute the instructions to provide the audio data to a dynamic classifier. the dynamic classifier is configured to generate a classification output corresponding to the audio data. the one or more processors are further configured to execute the instructions to determine, at least partially based on the classification output, whether the audio data corresponds to user voice activity.",QCOM,11783809
313,2023-10-10,h01l023/00,redistribution layer connection,30,"examples herein include die to metallization structure connections that eliminate the solder joint to reduce the resistance and noise on the connection. in one example, a first die is attached to a metallization layer by a plurality of copper interconnections and a second is attached to the metallization layer opposite the first die through another plurality of copper interconnections. in this example, the copper interconnects may connect the respective die to a metallization structure in the metallization layer.",QCOM,11784151
314,2023-10-10,h01l021/48,package comprising integrated devices coupled through a metallization layer,33,"a package comprising a first integrated device comprising a plurality of first pillar interconnects; an encapsulation layer at least partially encapsulating the first integrated device; a metallization portion located over the first integrated device and the encapsulation layer, wherein the metallization portion includes at least one passivation layer and a plurality of metallization layer interconnects, wherein the plurality of first pillar interconnects is coupled to the plurality of metallization layer interconnects; and a second integrated device comprising a plurality of second pillar interconnects, wherein the second integrated device is coupled to the plurality of metallization layer interconnects through a plurality of second pillar interconnects and a plurality of solder interconnects.",QCOM,11784157
315,2023-10-10,h01q021/24,multi-directional dual-polarized antenna system,20,"an antenna system includes: a first antenna element configured to transduce between second wireless energy and second transmission-line-conducted energy, wherein the first and second wireless energy are of first and second polarizations of the first antenna element and in first and second directions that are different and define a first plane; and a second antenna element configured to transduce between third wireless energy and third transmission-line-conducted energy and between fourth wireless energy and fourth transmission-line-conducted energy, wherein the third and fourth wireless energy are of first and second polarizations of the second antenna element and in third and fourth directions that are different and define a second plane that is substantially orthogonal to the first plane.",QCOM,11784418
316,2023-10-10,h04b001/3827,calibration of open space for an antenna array module,26,"aspects relate to a calibration of an antenna array module of a wireless communication device in open space. the antenna array module may be used as a proximity sensor to detect an object's proximity relative to the antenna array module. aspects include displaying an open space calibration instruction on a display of the wireless communication device, transmitting a proximity test signal from the antenna array module, measuring a value of a first signal received at the antenna array module in response to transmitting the proximity test signal, and storing the value of the first signal as an open space calibration value of the antenna array module. the first signal may be measured at cross-polarized antennas of the antenna array module. the value of the first signal may be representative of perturbations of the proximity test signal at the cross-polarized antennas.",QCOM,11784674
317,2023-10-10,h04l023/02,csi feedback processing and reporting for eb/fd-mimo,20,"channel state information (csi) operations are disclosed with regard to elevation beamforming (eb)/full dimension (fd) multiple input, multiple output (ed/fd-mimo) operations. with csi processing associated with multiple csi-reference signal (csi-rs) resources, ambiguities may arise in determining the csi reporting type and rank. csi reporting type may be determined using a last reported beam selection indicator (bi) or, in the absence of a bi, may be determined according to a predefined rule. when rank and bi are reported separately and rank is absent, user equipment may determine a default reference rank for csi reporting based on either or both of previously reported rank or bi. when rank and bi are jointly reported, encoding schemes with fixed bitwidths determined based on either csi-rs processes or resources may be used to enhance decoding. csi-rs antenna ports, processes, or resources may also be used in determining application of csi processing relaxation.",QCOM,11784695
318,2023-10-10,h04b007/06,techniques for throughput-constrained beam selection with self-correction and virtual serving beam tracking,30,"various aspects of the present disclosure generally relate to wireless communication. in some aspects, a user equipment (ue) may configure a first set of throughput targets and a second set of throughput targets for an application layer. the ue may set a target throughput rate associated with the application to a required throughput target included in the first set of throughput targets. the ue may monitor a real-time throughput rate associated with the application layer. the ue may set the target throughput rate to a value in the second set of throughput targets based at least in part on a difference between the real-time throughput rate and the required throughput target satisfying a threshold. the ue may select, from a set of candidate beams, a serving beam associated with an estimated application layer throughput that satisfies the target throughput rate. numerous other aspects are described.",QCOM,11784697
319,2023-10-10,h04w024/10,downlink control communications for spatial division multiplexing,24,"various aspects of the present disclosure generally relate to wireless communication. in some aspects, a user equipment (ue) may receive an indication of a first beam, of a set of beams configured for spatial division multiplexing (sdm), for reception of a downlink control information (dci) message associated with a second beam of the set of beams. the ue may receive, via the first beam, the dci message associated with the second beam. numerous other aspects are described.",QCOM,11784700
320,2023-10-10,h04b007/08,techniques for transmission/reception point and beam selection in ultra-wide bandwidth systems,30,"methods, systems, and devices for wireless communications are described. devices in a wireless communications system using multiple transmission/reception points (trps) may provide information related to one or more default operating frequencies. a user equipment (ue) may receive a message indicating one or more default operating frequencies for each trp of a set of trps. the ue may determine a priority of each trp of the set of trps based on the respective default operating frequencies of the trps compared with a default operating frequency of the ue and may indicate the priorities to each trp. additionally, based on the default operating frequencies of the trps, the ue may select two or more trps of the set of trps that are suited for joint communications with the ue and may transmit an indication of the selected trps. the selected trps may coordinate joint communications over an ultra-wide bandwidth with the ue.",QCOM,11784702
321,2023-10-10,h04b007/155,techniques for sidelink relay,30,"in an aspect, the present disclosure includes a method, apparatus, and computer readable medium for wireless communications for receiving, by a relay node via a first link, one or more first transport block portions of a first transport block; attempting to decode each of the first transport block portions; encoding each successfully decoded first transport block portions to define one or more second transport block portions; and transmitting, via a second link, the one or more second transport block portions.",QCOM,11784707
322,2023-10-10,h04w072/04,configuration signaling of demodulation reference signal and transmission mode,30,"methods, systems, and devices for wireless communications are described. a user equipment (ue) receives control signaling from the base station indicating a set of transmission mode indicators or transmission mode options and a set of demodulation reference signal (dmrs) configurations for every transmission mode from a set of transmission modes. the base station transmits additional control signaling to dynamically indicate a transmission mode or a combination of transmission mode indicators and dmrs configuration parameters to signal the transmission mode and one or more associated dmrs configurations. the ue identifies a dmrs configuration and a transmission mode based on the additional control signaling. the ue receives one or more dmrss from multiple transmission reception points (trps) based on the joint/disjoint dmrs and transmission mode signaling. the ue receives one or more data messages from the trps based on the transmission mode indication and based on the received dmrss.",QCOM,11784747
323,2023-10-10,h04l027/26,user equipment initiated data aided phase tracking reference signals on multiple layers of a communication link,30,"various aspects of the present disclosure generally relate to wireless communication. in some aspects, a user equipment may transmit a request, for an uplink transmission or a downlink transmission, for data aided phase tracking reference signals (pt-rss) on multiple layers of a communication link; and communicate the uplink transmission or the downlink transmission based at least in part on the request. numerous other aspects are provided.",QCOM,11784865
324,2023-10-10,h04l012/24,high reliability low latency configuration for wireless communications systems,22,"methods, systems, and devices for wireless communication are described. wireless communications systems as described herein may be configured to support several service types with different latency, reliability, or throughput rates or standards. one such service type may be referred to as high-reliability, low latency communication (hrllc). enhancements to improve hrllc performance in coexistence with and as a complement to legacy service types, such as lte are described. these include, for example, downlink and uplink control enhancements, channel state information (csi) feedback enhancements, physical uplink shared channel (pusch) enhancements, and ul power control enhancements to support hrllc.",QCOM,11784879
325,2023-10-10,h04n019/433,shared decoder picture buffer for multiple layers,26,"a video decoder for decoding multi-layer video data can be configured to maintain a decoded picture buffer (dpb) for storing reference pictures for a plurality of layers, wherein the plurality of layers comprise at least a first layer and a second layer; prior to decoding a current picture of an access unit of the first layer, perform a picture output and removal process on the dpb, wherein to perform the picture output and removal process on the dpb, the one or more processors are further configured to remove from the dpb only decoded pictures that belong to the first layer; and after removing a last decoding unit of the current picture from a coded picture buffer (cpb), perform a picture bumping process across all layers of the dpb.",QCOM,11785205
326,2023-10-10,h04n019/13,coefficient coding for support of different color formats in video coding,27,"a method of decoding video data comprises determining, based on a color format of a picture of the video data, which context model from among a first context model and a second context model to use to determine a context increment for a syntax element that indicates a prefix of an x or y coordinate of a last significant transform coefficient of a color component of a block of the picture; and decoding a bin of the syntax element by applying context adaptive binary arithmetic coding (cabac) using a context determined based on the context increment for the syntax element.",QCOM,11785219
327,2023-10-10,h04n007/12,palette mode encoding and decoding design,11,"in an example, a method of processing video data may include inferring a pixel scan order for a first palette mode encoded block of video data without receiving a block-level syntax element having a value representative of the pixel scan order for the first palette mode encoded block. the method may include decoding the first palette mode encoded block of video data using the inferred pixel scan order. the method may include receiving a block-level syntax element having a value representative of a pixel scan order for a second palette mode encoded block of video data. the method may include determining the pixel scan order for the second palette mode encoded block of video data based on the received block-level syntax element. the method may include decoding the second palette mode encoded block of video data using the determined pixel scan order.",QCOM,11785222
328,2023-10-10,h04n019/433,shared candidate list and parallel candidate list derivation for video coding,18,"a video coder can be configured to code video data by determining a first block size threshold for a block of video data; determining a second block size threshold, wherein the second block size threshold is smaller than the first block size threshold; partitioning the block of video data into smaller sub-blocks; in response to determining that a first partition of the partitioned block is smaller or equal to the first block size threshold, determining that blocks within the partition belong to a parallel estimation area; and in response to determining that a second partition of the partitioned block is smaller or equal to the second block size threshold, determining that blocks within the second partition belong to an area for a shared candidate list.",QCOM,11785223
329,2023-10-10,h04n019/70,escape coding for coefficient levels,18,"as part of bypass decoding syntax elements for a set of coefficients in response to reaching a maximum number of regular coded bins, a video decoder is configured to receive a prefix value for a transform coefficient; decode the prefix value using golomb-rice coding; in response to a length of the prefix value being equal to a threshold value, receive a suffix value for the transform coefficient; decode the suffix value using exponential golomb coding; and determine a level value for the transform coefficient based on the decoded prefix value and the decoded suffix value.",QCOM,11785259
330,2023-10-10,h04n021/44,media access function for scene descriptions,30,"techniques are provided for processing media content. for example, a process can include using a scene description for to obtain media information and buffer information for a media object. the media information can identify an expected format for storing the media object in one or more output buffers of a media pipeline. the buffer information can include output buffer attributes. the process can include using the media information and the buffer information to initialize the media pipeline for the media object. the process can include obtaining the media object in a delivery format and generating one or more processed media objects. each processed media object can be converted from the delivery format to the expected format for storing the processed media object in an output buffer. the process can include outputting the processed media object(s) to the output buffer(s) using the initialized media pipeline.",QCOM,11785290
331,2023-10-10,h04w052/02,extending discontinuous reception (drx) on durations in sidelink drx operations,30,"certain aspects provide a method for wireless communication by a first user equipment (ue), such as a receiver (rx) ue. the method generally includes receiving signaling configuring the first ue with a discontinuous reception (drx) mode having one or more drx on durations for sidelink communications with at least a second ue, and deciding to extend a drx on duration of the one or more drx on durations configured for the first ue when the first ue is in the drx on duration and when one or more conditions are met.",QCOM,11785547
332,2023-10-10,h04w052/34,transmit power control for positioning using non-serving cells,28,"methods, systems, and devices for transmit power control for positioning using non-serving cells are described. a user equipment (ue) may determine that an uplink reference signal may be associated with a positioning procedure. in some cases, the positioning procedure may include transmission, by the ue, of the reference signal to a non-serving cell, which may be farther away from the ue than a serving cell. the ue may determine an absence of a parameter associated with a transmit power for transmitting the reference signal. based on the absence, the ue may determine the transmit power based on parameters received from a serving cell, based on configuration information, based on a message intercepted from the non-serving cell, or based on other considerations or information. in some cases, the ue may determine the transmit power such that the likelihood of the non-serving cell receiving the reference signal is increased.",QCOM,11785553
333,2023-10-10,h04w056/00,synchronization signal block mapping across different frequencies,28,"methods, systems, and devices for wireless communications are described. a user equipment (ue) may receive a mapping between a set of synchronization signal block resources and a set of operating frequencies within a frequency band. the ue may identify a parameter of a synchronization signal block based on an operating frequency of the set of operating frequencies for conveying the synchronization signal block and a direction of a beam for conveying the synchronization signal block. the parameter may include an index of the synchronization signal block. the ue may monitor for the synchronization signal block based on the identified parameter.",QCOM,11785563
334,2023-10-10,h04w056/00,band-dependent configuration for synchronization,25,"certain aspects of the present disclosure provide mechanisms for band-dependent configuration of synchronization signal transmission, as well band-dependent synchronization signal designs. the band-dependent configuration and design may help optimize certain transmission parameters (such as antenna ports and transmission power) to current operating bands.",QCOM,11785565
335,2023-10-10,h04w072/00,techniques for downlink control information (dci) feedback in wireless communications,27,"aspects described herein relate to receiving, from a base station, a configuration for sending downlink control information (dci) feedback for a downlink control channel monitoring occasion, where the configuration indicates one or more of an uplink control channel resource and an uplink shared channel resource over which to send the dci feedback. dci can be received from the base station over the downlink control channel during the downlink control channel monitoring occasion. dci feedback can be transmitted, based on receiving the dci, to the base station over the one or more of the uplink control channel resource and the uplink shared channel resource indicated in the configuration.",QCOM,11785608
336,2023-10-10,h04w072/02,techniques for indicating lack of data for transmission,25,a user equipment (ue) may be provisioned with multiple scheduling configurations and/or configured grants (cgs). aspects of the present disclosure provide techniques for transmitting an indication from the ue to the base station indicating that the ue has no data to be transmitted to the bs during the allocated transmission time interval in order to prevent base station from allocating resources for transmission.,QCOM,11785609
337,2023-10-10,h04w072/51,systems and methods for super low latency location service for wireless networks,50,"an external client requests the location of a ue using control plane signaling. the ue sends downlink location measurements, such as reference signal time differences, for a plurality of base stations (bss) to a serving bs at a layer 1 or layer 2 protocol level and at first periodic intervals. the ue and the plurality of bss send additional location measurements, such as receive time-transmission time differences, to the serving bs at second periodic intervals, which are longer than the first periodic intervals. the serving bs uses the additional location measurements and downlink location measurements to determine timing information, such as real time differences, for the plurality of bss. the serving bs determines the location of the ue using the downlink location measurements and the timing information at the first periodic intervals and sends the location to the external client using user plane signaling to reduce delay.",QCOM,11785620
338,2023-10-10,h04w072/51,physical downlink control channel (pdcch) monitoring for reduced capability user equipment (ue),30,"a method for wireless communication performed by a user equipment (ue) includes transmitting, to a base station, an indication comprising a per slot capability for a first number of physical downlink control channel (pdcch) blind decodes and a first number of control channel elements (cces). the method also includes receiving, from the base station, a search space configuration based on the indication. the search space configuration configures a second number of blind decodes per slot, a second number of cces per slot, and a pdcch monitoring periodicity. the method also includes decoding a pdcch based on the search space configuration.",QCOM,11785621
339,2023-10-10,h04w074/08,random access channel transmissions using resources associated with synchronization signal blocks,26,"various aspects of the present disclosure generally relate to wireless communication. in some aspects, a user equipment (ue) may select a synchronization signal block (ssb) from a plurality of ssbs received from a base station based at least in part on a power measurement associated with the ssb. the ue may determine a physical random access channel (prach) coverage enhancement (ce) level that is associated with the ssb. the ue may perform, with the base station, a prach transmission on prach resources associated with the ssb and the prach ce level. numerous other aspects are provided.",QCOM,11785644
340,2023-10-10,h04l027/26,random access coverage extension in wireless communications,30,"methods, systems, and devices for wireless communications are described that provide for aggregating random access requests across two or more physical random access channel (prach) occasions. poor channel quality may inhibit the receipt of random access requests, and for user equipments (ues) located in areas with relatively poor coverage, such aggregated random access requests may have an increased likelihood of successful receipt at a base station. the base station may configure a number of prach occasions to be available for aggregation of random access requests. a ue may receive prach configuration information from the base station, may aggregate a random access request across two or more prach occasions using the prach configuration information, and may transmit the aggregated random access request via the prach occasions. the base station may also configure one or more prach occasions to have a smaller subcarrier spacing for transmission of a random access request.",QCOM,11785645
341,2023-10-10,h04w076/14,srs based discovery for device to device communication,15,systems and methods establishing and maintain a direct user equipment to user equipment communication link are disclosed. a user equipment (ue) may receive a sounding reference signal (srs) from a neighboring ue. the ue may determine from the srs that the ue is a good candidate for a direct link. the ue may also determine from the srs an id associated with the neighboring ue. the ue may send a direct link request to the ue serving gnb. the serving gnb may forward the request to a gnb serving the neighboring ue. the gnbs may negotiate a joint schedule for a beam a ue to ue beam search. the beam search may be conducted using srs resources. the results of the beam search may be sent to the gnb and the gnb may determine a beam pair for a direct link.,QCOM,11785654
342,2023-10-10,h04w076/15,ue assistance information for dual connectivity,26,"certain aspects of the present disclosure provide a technique for signaling user equipment (ue) assistance information (uai) that is specific to a particular cell group (cg) (e.g., a secondary cg (scg)). for example, the technique may be executed to generate cg specific uai, which may indicate a configuration parameter for the ue when operating in a multiple radio dual connectivity (mr-dc) mode. the ue may signal the uai to a network entity along with an indication of the cg to which the uai is to be applied.",QCOM,11785657
343,2023-10-10,g06q030/00,optimization of data queue priority for reducing network data load speeds,20,"there are provided systems and methods for optimization of data queue priority for reducing network data load speeds. a user may utilize a communication device to access an online resource and request data, such as server data from an online server. the online resource may determine a user profile associated with the user and/or device, which may include previous online actions and completion information for electronic transaction processing with one or more online entities. using the profile, the server may optimize a data queue for data delivery to multiple devices depending on the devices' data requests and priority. the server may deliver data to the devices based on the data queue. the server may also update the user profile based on additional device actions with the server. these techniques may be particularly useful for prioritizing requests during peak server resource usage.",PYPL,11783393
344,2023-10-10,h04l029/06,identifying data processing timeouts in live risk analysis systems,20,"this application discusses identifying data processing timeouts in live risk analysis systems. a service provider, such as an electronic transaction processor, may provide a production computing environment that includes a risk analysis system having one or more risk models, which may be machine-learning based. these risk models may be utilized in order to determine whether incoming data processing requests are fraudulent. to test these risk models using production data traffic, an audit computing environment made of a set of machines that do not service production computing environment requests, but that utilize databases and data connections as are used by the production systems. the audit computing environment may thus mirror the risk models and functionality of the production computing environment without the drawbacks of a typical fully separate testing environment. thus, risk model performance and execution times may be monitored to determine whether any models encounter errors with production data traffic.",PYPL,11785030
