,Ticker,Date,Description,Agency,Amount
900,UPS,2023-10-09,UPS MAIL DLEIVERY,Department of Veterans Affairs,786.6
901,UPS,2023-10-09,UPS DELIVERY SERVICE,Department of Veterans Affairs,8000.0
902,VCYT,2023-10-09,OY2 DECIPHER PROSTATE CANCER TESTING,Department of Veterans Affairs,65459.92
903,DNOW,2023-10-09,"SCREWDRIVER, FLAT TIP: TYPE I: SCREWDRIVER ASSEMBLY CLASS 1: FLAT TIP STYLE B: GENERAL PURPOSE, FLARED SIDES OVERALL LENGTH: 12 INCHES BLADE LENGTH: 7-1/2 INCHES TIP WIDTH: 5/16 INCH BLADE MATERIAL: STEEL HANDLE MATERIAL: PLASTIC BLADE COATING: CHROM",General Services Administration,9.86
904,DNOW,2023-10-09,PLEASE SEE IPD FOR FURTHER DETAILS,General Services Administration,109.8
905,DNOW,2023-10-09,"CHISEL, COLD, HAND:SEE DESCRIPTIONIN CONTRACT.",General Services Administration,3.65
906,DNOW,2023-10-09,PLEASE SEE IPD OR LONG DESCRIPTION FOR FURTHER DETAILS,General Services Administration,86.28
907,DNOW,2023-10-09,"MARKER ASSORTMENT, TUBE TYPE: - SEE ATTACHED DOCUMENT FOR DETAIL.",General Services Administration,36.1
908,DNOW,2023-10-09,"CHISEL, COLD, HAND: TYPE I: CHISELS CLASS 2: COLD OVERALL LENGTH 6 INCHES (+/- .5 INCH) CUTTING EDGE WIDTH: 5/8 INCH (+.05 INCH, -.03 INCH) SHANK SHAPE: HEXAGONAL SHANK WIDTH ACROSS FLATS: 1/2 INCH MINIMUM MATERIAL: STEEL COATING: OXIDE (EXCEPTIONS A",General Services Administration,5.99
909,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 72K00KG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS820, CX820, CX825, CX860 SERIES AND ANY OTHER PRINTER USING LEXMARK P",General Services Administration,353.84
910,DNOW,2023-10-09,"CARTRIDGE,INK       PN: LOR12A BLACK",General Services Administration,596.1
911,DNOW,2023-10-09,"CARTRIDGE, INK: ITEM NAME CARTRIDGE, INK I.A.W. HEWLETT PACKARD P/N L0S61AN#140 (HP 952XL) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD OFFICEJET PRO 7740, 8210, 8216, 8710, 8715, 8720, 8730 AND 8",General Services Administration,473.6
912,DNOW,2023-10-09,"CARTRIDGE,TONER     PN: W2123A MAGENTA",General Services Administration,543.06
913,DNOW,2023-10-09,"TAPE, PRESSURE SENSITIVE ADHESIVE MATERIALPLASTIC OVERALL MATERIAL TRANSPARENCY OPAQUECOLOR BLACK OVERALL NOM.LENGTH 324.0'' NOM. WIDTH0.125'' CUT TYPE AND QUANTITY ANY ACCEPTABLE CORENOM. DIAMETER 1.000'' NOMOVERALL THICKNESS ANYACCEPTABLE ADHESIVE",General Services Administration,56.75
914,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CF361X (HP 508X) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HP LASERJET PRINTER SERIES M553 (FLOW), MFP M577 AND ANY OTHER PRINTER USING H",General Services Administration,820.44
915,DNOW,2023-10-09,"ADAPTER, SOCKET WRENCH:SEE ITEM PURCHASE DESCRIPTION IN CONTRACT.",General Services Administration,18.5
916,DNOW,2023-10-09,"CARTRIDGE, INK: ITEM NAME CARTRIDGE, INK I.A.W. HEWLETT PACKARD P/N L0S67AN#140 (952XL) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD OFFICEJET PRO 7740, 8210, 8216, 8710, 8715, 8720, 8730 AND 8740",General Services Administration,473.6
917,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 80C10Y0 CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK SERIES CX310N, CX310DN, CX410E, CX410DE, CX410DTE, CX510DE, CX510DHE, CX510DTHE OR",General Services Administration,2810.71
918,DNOW,2023-10-09,COUNTRY OF MANUFACTURE IS US,General Services Administration,100.62
919,DNOW,2023-10-09,"CARTRIDGE,INK       PN: J3M70A YELLOW",General Services Administration,409.48
920,DNOW,2023-10-09,"MARKER ASSORTMENT, TUBE TYPE: - SEE ATTACHED DOCUMENT FOR DETAIL.",General Services Administration,68.59
921,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 74C0SCG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS720, CS725, CX725 SERIES AND ANY OTHER PRINTER USING LEXMARK P/N 74C0",General Services Administration,1276.65
922,DNOW,2023-10-09,"ADAPTER, RATCHET, SOCKET WRENCH:  SEE DESCRIPTION IN CONTRACT",General Services Administration,43.58
923,DNOW,2023-10-09,MARKER TUBE TYPE FINETIP  COLOR:  REDSH WT 10#,General Services Administration,141.84
924,DNOW,2023-10-09,"CHISEL, COLD, HAND: TYPE I: CHISELS CLASS 2: COLD OVERALL LENGTH 6 INCHES (+/- .5 INCH) CUTTING EDGE WIDTH: 5/8 INCH (+.05 INCH, -.03 INCH) SHANK SHAPE: HEXAGONAL SHANK WIDTH ACROSS FLATS: 1/2 INCH MINIMUM MATERIAL: STEEL COATING: OXIDE (EXCEPTIONS A",General Services Administration,5.99
925,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD PN CE401AG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HP LASERJET ENTERPRISE 500 COLOR M551, PRINTERS OR ANY OTHER PRINTER THAT USE HP CE401AG",General Services Administration,1523.4
926,DNOW,2023-10-09,"CARTRIDGE, TONER I.A.W. XEROX P/N 106R03580",General Services Administration,2992.8
927,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. OKI DATA AMERICAS P/N 44315304 CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE STANDARD YIELD CARTRIDGE FOR USE WITH OKIDATA C610 SERIES DIGITAL COLOR PRINTERS; C610CDN, C610DN, C610DTN, C610N; DIG",General Services Administration,105.28
928,DNOW,2023-10-09,"CARTRIDGE, EXCESS TONER I.A.W. HEWLETT PACKARD P/N CF287A",General Services Administration,7893.0
929,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 24015SA CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK E SERIES LASER PRINTERS INCLUDING E230, E232, E234, E240, E330, E340, E332, E342 A",General Services Administration,138.34
930,DNOW,2023-10-09,"CARTRIDGE, INK: ITEM NAME CARTRIDGE, INK I.A.W. HEWLETT PACKARD P/N L0S64AN#140 (952XL) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD OFFICEJET PRO 7740, 8210, 8216, 8710, 8715, 8720, 8730 AND 8740",General Services Administration,448.6
931,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 72K0XKG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES EXTRA HIGH YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS820, CX820, CX825, CX860 SERIES AND ANY OTHER PRINTER USING LEXMARK",General Services Administration,300.23
932,DNOW,2023-10-09,"SCREWDRIVER ATTACHMENT, SOCKET WRENCH: IAW TORX INSERT BIT DESIGN SUITABLE FOR USE WITH TORX RECESS SCREWS. INSERT SCREWDRIVER BITS SHALL HAVE A HEXAGONAL MALE SHANK ON ONE END AND A TORX SCREWDRIVER POINT ON THE OTHER END. THE HEXAGONAL SHANK IS DES",General Services Administration,3.96
933,DNOW,2023-10-09,"PEN, BALL-POINT: ITEM NAME PEN, BALL-POINT PEN POINT SZ 0.800 MM PEN POINT TYPE BOLD PEN POINT RETRACTABILITY NON-RETRACTABLE UNIT TYPE DESK OR POCKET UNIT DESIGN NON-CORROSIVE ROLLERBALL INK GRADE GEL INK COLOR BLACK INK SUPPLY VISIBILITY VISIBLE IN",General Services Administration,21.4
934,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK INTL INC PN 76C00K0 CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASER SERIES PRINTERS INCLUDING CS921DE, CS923DE, CX923DTE, CX923DXE, CX92",General Services Administration,459.92
935,DNOW,2023-10-09,"WRENCH, TORQUE: IAW SOCIETY OF AUTOMOTIVE ENGINEERS, AEROSPACE HAND TORQUE WRENCHES (MECHANICAL, IMPULSE) AS28431 REVISION A, DATED FEBRUARY 21, 2011. TYPE I: BI-DIRECTIONAL TORQUE WRENCH CLASS 2 RATCHET HEAD (PRECISE CLOCKWISE TORQUE) OVERALL LENGTH",General Services Administration,553.08
936,DNOW,2023-10-09,"CARTRIDGE,TONER     PN: W2123A MAGENTA",General Services Administration,3871.14
937,DNOW,2023-10-09,"PEN, BALL-POINT: ITEM NAME PEN, BALL-POINT PEN POINT SZ 0.800 MM PEN POINT TYPE BOLD PEN POINT RETRACTABILITY NON-RETRACTABLE UNIT TYPE DESK OR POCKET UNIT DESIGN NON-CORROSIVE ROLLERBALL INK GRADE GEL INK COLOR BLACK INK SUPPLY VISIBILITY VISIBLE IN",General Services Administration,4.28
938,DNOW,2023-10-09,"WRENCH, TORQUE: IAW SOCIETY OF AUTOMOTIVE ENGINEERS, AEROSPACE HAND TORQUE WRENCHES (MECHANICAL, IMPULSE) AS28431 REVISION A, DATED FEBRUARY 21, 2011. TYPE I: BI-DIRECTIONAL TORQUE WRENCH CLASS 2 RATCHET HEAD (PRECISE CLOCKWISE TORQUE) OVERALL LENGTH",General Services Administration,138.27
939,DNOW,2023-10-09,"PEN, BALL-POINT: - SEE ATTACHED DOCUMENT FOR DETAIL.",General Services Administration,151.3
940,DNOW,2023-10-09,"CHISEL, COLD, HAND:SEE DESCRIPTIONIN CONTRACT.",General Services Administration,3.65
941,DNOW,2023-10-09,"BRUSH, WIRE, ROTARY, WHEEL: IAW CID A-A-2516A, DATED MAY 16, 2002. TYPE: I NARROW FACE WIDTH CLASS: 3 HIGH-CARBON TEMPERED STEEL BRUSH OUTSIDE DIAMETER: 6 INCHES WIRE DIAMETER: 0.014 INCHES ARBOR HOLE: 5/8 INCH WIRE TRIM LENGTH: 1-5/16 INCHES MIN. TO",General Services Administration,25.66
942,DNOW,2023-10-09,"OEM HP TONER, BLACK, YLD 12500",General Services Administration,1712.88
943,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER CARTRIDGE TYPE REMANUFACTURED SPECIAL FEATURE HIGH YIELD TONER CARTRIDGE COMPATIBLE TO LEXMARK E260A11A AND E260A21A FOR USE WITH LEXMARK SERIES E260, E360, E460, AND E462 PRINTERS AND ALL OTHERS THAT USE",General Services Administration,4550.95
944,DNOW,2023-10-09,CF323A - HP 653 MAGENTA ORIGINAL LASERJE,General Services Administration,1434.18
945,DNOW,2023-10-09,"FOLDER, FILE: - SEE ATTACHED DOCUMENT FOR DETAIL.",General Services Administration,213.85
946,DNOW,2023-10-09,CF322A - HP 653 YELLOW ORIGINAL LASERJET,General Services Administration,1434.18
947,DNOW,2023-10-09,PLEASE SEE IPD OR LONG DESCRIPTION FOR FURTHER DETAILS. PRODUCT MADE IN THE USA.,General Services Administration,387.08
948,DNOW,2023-10-09,"OEM HP TONER, BLACK, YLD 12500",General Services Administration,380.64
949,DNOW,2023-10-09,CF321A - HP 653 CYAN ORIGINAL LASERJET T,General Services Administration,1673.21
950,DNOW,2023-10-09,CF323A - HP 653 MAGENTA ORIGINAL LASERJE,General Services Administration,1195.15
951,DNOW,2023-10-09,"OEM HP TONER, MAGENTA, YLD 10500",General Services Administration,945.68
952,DNOW,2023-10-09,"CARTRIDGE,INK       PN: J3M69A MAGENTA",General Services Administration,307.11
953,DNOW,2023-10-09,"SOCKET, SOCKET WRENCH: IAW SOCIETY OF AUTOMOTIVE ENGINEERS AEROSPACE (SAE) STANDARD AS955, METRIC SOCKETS, WRENCHES, HAND TWELVE POINT, HIGH STRENGTH, THIN WALL DATED 2012. TYPE I: METRIC SOCKETS (12-POINT) CLASS 1: METRIC SOCKETS STYLE A: REGULAR LE",General Services Administration,4.73
954,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 80C10Y0 CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK SERIES CX310N, CX310DN, CX410E, CX410DE, CX410DTE, CX510DE, CX510DHE, CX510DTHE OR",General Services Administration,326.69
955,DNOW,2023-10-09,CF321A - HP 653 CYAN ORIGINAL LASERJET T,General Services Administration,1434.18
956,DNOW,2023-10-09,CF323A - HP 653 MAGENTA ORIGINAL LASERJE,General Services Administration,1673.21
957,DNOW,2023-10-09,"CHISEL, COLD, HAND: TYPE I: CHISELS CLASS 2: COLD OVERALL LENGTH 6 INCHES (+/- .5 INCH) CUTTING EDGE WIDTH: 5/8 INCH (+.05 INCH, -.03 INCH) SHANK SHAPE: HEXAGONAL SHANK WIDTH ACROSS FLATS: 1/2 INCH MINIMUM MATERIAL: STEEL COATING: OXIDE (EXCEPTIONS A",General Services Administration,5.99
958,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK INTL INC P/N 78C0UKG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES ULTRA HIGH YIELD CARTRIDGE FOR USE WITH LEXMARK LASER SERIES CX622ADE, CX625ADE, CX625ADHE, CS521DN, CS622DE PRINTERS A",General Services Administration,19593.93
959,DNOW,2023-10-09,CF323A - HP 653 MAGENTA ORIGINAL LASERJE,General Services Administration,478.06
960,DNOW,2023-10-09,"KEY, SOCKET HEAD SCREW: IAW ASME B18.3-2003, SOCKET CAP, SHOULDER AND SET SCREWS, HEX AND SPLINE KEYS. KEY SZ: 1/8 INCH SERIES: SHORT MATERIAL: STEEL FEATURES: L-STYLE HANDLE (PARTIAL DESCRIPTION)",General Services Administration,0.26
961,DNOW,2023-10-09,"CARTRIDGE, TONER I.A.W. XEROX P/N 106R03512",General Services Administration,9660.98
962,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CE273A (HP 650A) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH HP COLOR LASERJET CP5500 AND ALL OTHERS THAT USE HP P/N CE273A (HP 650A)",General Services Administration,724.08
963,DNOW,2023-10-09,"WRENCH, PIPE: OVERALL LENGTH: 24 INCHES WRENCHING SURFACE SZ: 2-1/2 INCHES MAX OPENING WRENCHING SURFACE SHAPE: RECTANGULAR SINGLE END INTERNAL MATERIAL: ALUMINUM ALLOY STYLE: STRAIGHT JAW (PARTIAL DESCRIPTION)",General Services Administration,221.96
964,DNOW,2023-10-09,"OEM HP TONER, YELLOW, YLD 10500",General Services Administration,945.68
965,DNOW,2023-10-09,CF320X - HP 653 HIGH YIELD BLACK ORIGINA,General Services Administration,1242.43
966,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CE255X (HP 55X) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES EXTRA HIGH YIELD CARTRIDGE FOR USE WITH HEWLETT PACKARD LASERJET SERIES INCLUDING LASERJET 500 SERIES, LASERJET",General Services Administration,273.6
967,DNOW,2023-10-09,CF321A - HP 653 CYAN ORIGINAL LASERJET T,General Services Administration,239.03
968,DNOW,2023-10-09,PLEASE SEE IPD OR LONG DESCRIPTION FOR FURTHER DETAILS. PRODUCT MADE IN THE USA.,General Services Administration,1161.24
969,DNOW,2023-10-09,"PLIERS: IAW AMERICAN SOCIETY OF MECHANICAL ENGINEERS (ASME) B107.13 AS CONTAINED IN ASME B107.500-2010; THIS DOCUMENT INCORPORATES AND INCLUDES THE REVISIONS OF PRIMARY STANDARD B107.11, B107.13, B107.16, B107.18, B107.19, B107.20, B107.22, B107.23,",General Services Administration,20.76
970,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CE505A CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH HP LASERJET P2035/P2055 SERIES PRINTERS INCLUDING P2035, P2035D, P2055DN, P2055X, P",General Services Administration,610.2
971,DNOW,2023-10-09,CF321A - HP 653 CYAN ORIGINAL LASERJET T,General Services Administration,1195.15
972,DNOW,2023-10-09,CF322A - HP 653 YELLOW ORIGINAL LASERJET,General Services Administration,717.09
973,DNOW,2023-10-09,"SCREWDRIVER ATTACHMENT, SOCKET WRENCH: IAW TORX INSERT BIT DESIGN SUITABLE FOR USE WITH TORX RECESS SCREWS. INSERT SCREWDRIVER BITS SHALL HAVE A HEXAGONAL MALE SHANK ON ONE END AND A TORX SCREWDRIVER POINT ON THE OTHER END. THE HEXAGONAL SHANK IS DES",General Services Administration,3.96
974,DNOW,2023-10-09,"PEN, BALL-POINT: ITEM NAME PEN, BALL-POINT PEN POINT SZ 0.800 MM PEN POINT TYPE BOLD PEN POINT RETRACTABILITY NON-RETRACTABLE UNIT TYPE DESK OR POCKET UNIT DESIGN NON-CORROSIVE ROLLERBALL INK GRADE GEL INK COLOR BLACK INK SUPPLY VISIBILITY VISIBLE IN",General Services Administration,128.4
975,DNOW,2023-10-09,"OEM HP TONER, YELLOW, YLD 10500",General Services Administration,2127.78
976,DNOW,2023-10-09,"SOCKET, SOCKET WRENCH: IAW SOCIETY OF AUTOMOTIVE ENGINEERS AEROSPACE (SAE) STANDARD AS955, METRIC SOCKETS, WRENCHES, HAND TWELVE POINT, HIGH STRENGTH, THIN WALL DATED 2012. TYPE I: METRIC SOCKETS (12-POINT) CLASS 1: METRIC SOCKETS STYLE A: REGULAR LE",General Services Administration,0.43
977,DNOW,2023-10-09,"MARKER ASSORTMENT, TUBE TYPE: - SEE ATTACHED DOCUMENT FOR DETAIL.",General Services Administration,36.1
978,DNOW,2023-10-09,"OEM HP TONER, YELLOW, YLD 10500",General Services Administration,472.84
979,DNOW,2023-10-09,"OEM HP TONER, MAGENTA, YLD 10500",General Services Administration,472.84
980,DNOW,2023-10-09,CF322A - HP 653 YELLOW ORIGINAL LASERJET,General Services Administration,1673.21
981,DNOW,2023-10-09,"OEM HP TONER, BLACK, YLD 12500",General Services Administration,761.28
982,DNOW,2023-10-09,"SOCKET, SOCKET WRENCH: IAW SOCIETY OF AUTOMOTIVE ENGINEERS AEROSPACE (SAE) STANDARD AS955, METRIC SOCKETS, WRENCHES, HAND TWELVE POINT, HIGH STRENGTH, THIN WALL DATED 2012. TYPE I: METRIC SOCKETS (12-POINT) CLASS 1: METRIC SOCKETS STYLE A: REGULAR LE",General Services Administration,1.29
983,DNOW,2023-10-09,CF321A - HP 653 CYAN ORIGINAL LASERJET T,General Services Administration,478.06
984,DNOW,2023-10-09,"OEM HP TONER, CYAN, YLD 10500",General Services Administration,472.84
985,DNOW,2023-10-09,"ADAPTER, SOCKET WRENCH:SEE ITEM PURCHASE DESCRIPTION IN CONTRACT.",General Services Administration,22.2
986,DNOW,2023-10-09,COUNTRY OF MANUFACTURE IS US,General Services Administration,38.5
987,DNOW,2023-10-09,CF321A - HP 653 CYAN ORIGINAL LASERJET T,General Services Administration,717.09
988,DNOW,2023-10-09,"OEM HP TONER, CYAN, YLD 10500",General Services Administration,2127.78
989,DNOW,2023-10-09,"BOOK, MEMORANDUM: ITEM NAME BOOK, MEMORANDUM OVERALL SHEET WIDTH 8.500 INCHES OVERALLSHEET LENGTH 11.00 INCHES OVERALL BOOK WIDTH 8.775 INCHES OVERALL BOOK LENGTH 11.00 INCHES BASIS WEIGHT 16 POUNDS MINIMUM OVERALL COVER COLOR ANY ACCEPTABLE OVERALL",General Services Administration,62.4
990,DNOW,2023-10-09,"OEM HP TONER, MAGENTA, YLD 10500",General Services Administration,2127.78
991,DNOW,2023-10-09,CF322A - HP 653 YELLOW ORIGINAL LASERJET,General Services Administration,1195.15
992,DNOW,2023-10-09,CF322A - HP 653 YELLOW ORIGINAL LASERJET,General Services Administration,239.03
993,DNOW,2023-10-09,"9435B001 (137) TONER, 2400 PAGE-YIELD, B",General Services Administration,1312.2
994,DNOW,2023-10-09,"TAPE, EMBOSSING: - SEE ATTACHED DOCUMENT FOR DETAIL.",General Services Administration,104.9
995,DNOW,2023-10-09,"PEN, BALL-POINT: ITEM NAME PEN, BALL-POINT PEN POINT SZ 0.800 MM PEN POINT TYPE BOLD PEN POINT RETRACTABILITY NON-RETRACTABLE UNIT TYPE DESK OR POCKET UNIT DESIGN NON-CORROSIVE ROLLERBALL INK GRADE GEL INK COLOR BLACK INK SUPPLY VISIBILITY VISIBLE IN",General Services Administration,8.56
996,DNOW,2023-10-09,CF322A - HP 653 YELLOW ORIGINAL LASERJET,General Services Administration,478.06
997,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CE273A (HP 650A) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH HP COLOR LASERJET CP5500 AND ALL OTHERS THAT USE HP P/N CE273A (HP 650A)",General Services Administration,1206.8
998,DNOW,2023-10-09,"SCREWDRIVER BIT SET AND HANDLE: SCREWDRIVER, RATCHETING MAGNETIC HANDLE STYLE: STANDARD HANDLE COLOR: BLACK OVERALL LENGTH: 8-3/4 INCHES SHANK LENGTH: 3- 25/32 INCHES INCLUDES: 3/16 & 9/32 INCH FLAT TIP BITS; #1 & #2 PHILLIPS ACR BITS; AND T-15 TORX",General Services Administration,3796.0
999,DNOW,2023-10-09,"CARTRIDGE,TONER     PN: W2121A CYAN",General Services Administration,1375.08
1000,DNOW,2023-10-09,"SCREWDRIVER ATTACHMENT, SOCKET WRENCH: IAW TORX INSERT BIT DESIGN SUITABLE FOR USE WITH TORX RECESS SCREWS. INSERT SCREWDRIVER BITS SHALL HAVE A HEXAGONAL MALE SHANK ON ONE END AND A TORX SCREWDRIVER POINT ON THE OTHER END. THE HEXAGONAL SHANK IS DES",General Services Administration,3.96
1001,DNOW,2023-10-09,CF323A - HP 653 MAGENTA ORIGINAL LASERJE,General Services Administration,239.03
1002,DNOW,2023-10-09,"FILE, THREAD RESTORERSEE DESCRIPTION IN CONTRACT.",General Services Administration,34.8
1003,DNOW,2023-10-09,"OEM HP TONER, CYAN, YLD 10500",General Services Administration,945.68
1004,DNOW,2023-10-09,CF323A - HP 653 MAGENTA ORIGINAL LASERJE,General Services Administration,717.09
1005,DNOW,2023-10-09,"SOCKET, SOCKET WRENCH: IAW SOCIETY OF AUTOMOTIVE ENGINEERS AEROSPACE (SAE) STANDARD AS955, METRIC SOCKETS, WRENCHES, HAND TWELVE POINT, HIGH STRENGTH, THIN WALL DATED 2012. TYPE I: METRIC SOCKETS (12-POINT) CLASS 1: METRIC SOCKETS STYLE A: REGULAR LE",General Services Administration,2.15
1006,DNOW,2023-10-09,"KEY, SOCKET HEAD SCREW: IAW ASME B18.3-2003, SOCKET CAP, SHOULDER AND SET SCREWS, HEX AND SPLINE KEYS. KEY SZ: 1/8 INCH SERIES: SHORT MATERIAL: STEEL FEATURES: L-STYLE HANDLE (PARTIAL DESCRIPTION)",General Services Administration,0.52
1007,DNOW,2023-10-09,"PEN, BALL-POINT: - SEE ATTACHED DOCUMENT FOR DETAIL.",General Services Administration,302.6
1008,DNOW,2023-10-09,"SOCKET, SOCKET WRENCH: IAW SOCIETY OF AUTOMOTIVE ENGINEERS AEROSPACE (SAE) STANDARD AS955, METRIC SOCKETS, WRENCHES, HAND TWELVE POINT, HIGH STRENGTH, THIN WALL DATED 2012. TYPE I: METRIC SOCKETS (12-POINT) CLASS 1: METRIC SOCKETS STYLE A: REGULAR LE",General Services Administration,33.94
1009,DNOW,2023-10-09,"OEM HP TONER, BLACK, YLD 12500",General Services Administration,380.64
1010,DNOW,2023-10-09,"CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N: CF360A",General Services Administration,1395.88
1011,DNOW,2023-10-09,PLEASE SEE IPD OR LONG DESCRIPTION FOR FURTHER DETAILS,General Services Administration,100.66
1012,DNOW,2023-10-09,"CARTRIDGE,TONER     PN: W2123A MAGENTA",General Services Administration,2819.88
1013,DNOW,2023-10-09,"PEN, BALL-POINT: ITEM NAME PEN, BALL-POINT PEN POINT SZ 0.800 MM PEN POINT TYPE BOLD PEN POINT RETRACTABILITY NON-RETRACTABLE UNIT TYPE DESK OR POCKET UNIT DESIGN NON-CORROSIVE ROLLERBALL INK GRADE GEL INK COLOR BLACK INK SUPPLY VISIBILITY VISIBLE IN",General Services Administration,42.8
1014,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N 74C0SCG CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK LASERPRINT CS720, CS725, CX725 SERIES AND ANY OTHER PRINTER USING LEXMARK P/N 74C0",General Services Administration,1043.04
1015,DNOW,2023-10-09,"CARTRIDGE,INK       PN: J3M70A YELLOW",General Services Administration,3567.85
1016,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CF362X (HP 508X) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HP LASERJET PRINTER SERIES M553 (FLOW), MFP M577 AND ANY OTHER PRINTER USING H",General Services Administration,1025.55
1017,DNOW,2023-10-09,"CARTRIDGE,TONER     PN: W2123A MAGENTA",General Services Administration,651.0
1018,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CF362X (HP 508X) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE HIGH YIELD CARTRIDGE FOR USE WITH HP LASERJET PRINTER SERIES M553 (FLOW), MFP M577 AND ANY OTHER PRINTER USING H",General Services Administration,12719.47
1019,DNOW,2023-10-09,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. LEXMARK P/N E260A41G CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURES STANDARD YIELD CARTRIDGE FOR USE WITH LEXMARK PRINTERS INCLUDING E260D, E260DN, E360D, E360DN, E460D, E460DW AND E462DTN THIS I",General Services Administration,10371.25
